# No SDtrue Sdest n
0.00000 0.00929 0.01852 60.00000
1.00000 0.01356 0.02700 40.00000
2.00000 0.00149 0.00297 80.00000
3.00000 0.02990 0.05893 30.00000
4.00000 0.00186 0.00373 30.00000
5.00000 0.02530 0.04979 40.00000
6.00000 0.02663 0.05244 40.00000
7.00000 0.01499 0.02966 80.00000
8.00000 0.03064 0.05981 40.00000
9.00000 0.02751 0.05420 30.00000
10.00000 0.02967 0.05878 20.00000
11.00000 0.04096 0.07919 30.00000
12.00000 0.03149 0.06039 70.00000
13.00000 0.02217 0.04380 40.00000
14.00000 0.03219 0.06291 30.00000
15.00000 0.00083 0.00166 40.00000
16.00000 0.02003 0.03956 50.00000
17.00000 0.04744 0.09072 30.00000
18.00000 0.02063 0.04058 60.00000
19.00000 0.03258 0.06391 30.00000
20.00000 0.01479 0.02940 40.00000
21.00000 0.01749 0.03435 90.00000
22.00000 0.02105 0.04170 30.00000
23.00000 0.00957 0.01907 60.00000
24.00000 0.04905 0.08943 60.00000
25.00000 0.01896 0.03774 20.00000
26.00000 0.01875 0.03708 50.00000
27.00000 0.02449 0.04795 60.00000
28.00000 0.00955 0.01907 40.00000
29.00000 0.00775 0.01550 10.00000
30.00000 0.01987 0.03956 20.00000
31.00000 0.04577 0.08643 40.00000
32.00000 0.02726 0.05307 60.00000
33.00000 0.00897 0.01792 30.00000
34.00000 0.02073 0.04125 20.00000
35.00000 0.03568 0.06913 40.00000
36.00000 0.04469 0.08638 30.00000
37.00000 0.03774 0.07369 30.00000
38.00000 0.01277 0.02543 40.00000
39.00000 0.02770 0.05489 20.00000
40.00000 0.01619 0.03206 60.00000
41.00000 0.01701 0.03388 20.00000
42.00000 0.03802 0.07419 30.00000
43.00000 0.01435 0.02854 50.00000
44.00000 0.01175 0.02341 40.00000
45.00000 0.04088 0.07653 60.00000
46.00000 0.04286 0.08302 20.00000
47.00000 0.02155 0.04264 40.00000
48.00000 0.00485 0.00968 60.00000
49.00000 0.02883 0.05733 10.00000
50.00000 0.03688 0.07027 60.00000
51.00000 0.03014 0.05953 20.00000
52.00000 0.00152 0.00303 50.00000
53.00000 0.02318 0.04547 60.00000
54.00000 0.03467 0.06840 20.00000
55.00000 0.01821 0.03610 40.00000
56.00000 0.04773 0.08942 50.00000
57.00000 0.00815 0.01628 30.00000
58.00000 0.04689 0.09047 30.00000
59.00000 0.03124 0.06127 30.00000
60.00000 0.00648 0.01295 50.00000
61.00000 0.01739 0.03447 50.00000
62.00000 0.02147 0.04221 60.00000
63.00000 0.04023 0.07558 60.00000
64.00000 0.01621 0.03220 40.00000
65.00000 0.00776 0.01550 30.00000
66.00000 0.03024 0.05899 40.00000
67.00000 0.04519 0.08629 40.00000
68.00000 0.00473 0.00946 50.00000
69.00000 0.00472 0.00943 60.00000
70.00000 0.03591 0.07181 0.00000
71.00000 0.00412 0.00823 60.00000
72.00000 0.03767 0.07200 50.00000
73.00000 0.02798 0.05339 100.00000
74.00000 0.03595 0.06651 100.00000
75.00000 0.00788 0.01572 50.00000
76.00000 0.03069 0.05911 60.00000
77.00000 0.03772 0.07133 70.00000
78.00000 0.03826 0.07461 30.00000
79.00000 0.04172 0.07794 60.00000
80.00000 0.01238 0.02466 40.00000
81.00000 0.04319 0.08033 60.00000
82.00000 0.04983 0.09246 50.00000
83.00000 0.01431 0.02846 40.00000
84.00000 0.01848 0.03683 20.00000
85.00000 0.01999 0.03933 70.00000
86.00000 0.03102 0.06027 50.00000
87.00000 0.02540 0.05028 20.00000
88.00000 0.03998 0.07857 20.00000
89.00000 0.04575 0.08807 30.00000
90.00000 0.04229 0.08121 40.00000
91.00000 0.02129 0.04205 50.00000
92.00000 0.00611 0.01221 20.00000
93.00000 0.01210 0.02409 50.00000
94.00000 0.01079 0.02148 70.00000
95.00000 0.03991 0.07665 40.00000
96.00000 0.01208 0.02400 70.00000
97.00000 0.03901 0.07718 10.00000
98.00000 0.02709 0.05347 30.00000
99.00000 0.01716 0.03408 40.00000
100.00000 0.01202 0.02399 20.00000
101.00000 0.00615 0.01229 10.00000
102.00000 0.03220 0.06350 20.00000
103.00000 0.04033 0.07927 20.00000
104.00000 0.01962 0.03908 20.00000
105.00000 0.02028 0.04031 20.00000
106.00000 0.02194 0.04358 20.00000
107.00000 0.01584 0.03126 80.00000
108.00000 0.03104 0.06093 30.00000
109.00000 0.00309 0.00618 30.00000
110.00000 0.03917 0.07268 80.00000
111.00000 0.04665 0.08717 50.00000
112.00000 0.01225 0.02443 30.00000
113.00000 0.03254 0.06331 40.00000
114.00000 0.04518 0.08920 10.00000
115.00000 0.02610 0.05132 40.00000
116.00000 0.00271 0.00541 20.00000
117.00000 0.02834 0.05600 20.00000
118.00000 0.00565 0.01130 40.00000
119.00000 0.03172 0.06271 20.00000
120.00000 0.04482 0.08578 30.00000
121.00000 0.02944 0.05738 50.00000
122.00000 0.03849 0.07434 40.00000
123.00000 0.02129 0.04224 30.00000
124.00000 0.00367 0.00734 30.00000
125.00000 0.04401 0.08336 50.00000
126.00000 0.00332 0.00665 40.00000
127.00000 0.04976 0.09403 40.00000
128.00000 0.01358 0.02704 30.00000
129.00000 0.00266 0.00532 80.00000
130.00000 0.03397 0.06588 40.00000
131.00000 0.02457 0.04840 40.00000
132.00000 0.00041 0.00082 30.00000
133.00000 0.00812 0.01620 40.00000
134.00000 0.01119 0.02234 30.00000
135.00000 0.02228 0.04432 20.00000
136.00000 0.04210 0.08213 20.00000
137.00000 0.03807 0.07544 10.00000
138.00000 0.00549 0.01096 70.00000
139.00000 0.02132 0.04194 50.00000
140.00000 0.00589 0.01177 40.00000
141.00000 0.04596 0.08692 50.00000
142.00000 0.00482 0.00964 20.00000
143.00000 0.03599 0.07101 20.00000
144.00000 0.03962 0.07509 60.00000
145.00000 0.01343 0.02672 50.00000
146.00000 0.00020 0.00040 30.00000
147.00000 0.00763 0.01524 50.00000
148.00000 0.00184 0.00368 0.00000
149.00000 0.00488 0.00975 20.00000
150.00000 0.04894 0.08986 60.00000
151.00000 0.04285 0.08121 50.00000
152.00000 0.01073 0.02143 20.00000
153.00000 0.00052 0.00105 60.00000
154.00000 0.01229 0.02450 30.00000
155.00000 0.02755 0.05378 50.00000
156.00000 0.01318 0.02618 60.00000
157.00000 0.01119 0.02236 10.00000
158.00000 0.00805 0.01608 50.00000
159.00000 0.00814 0.01625 40.00000
160.00000 0.04790 0.08803 60.00000
161.00000 0.02487 0.04859 50.00000
162.00000 0.03882 0.07426 50.00000
163.00000 0.04575 0.08701 40.00000
164.00000 0.01393 0.02774 40.00000
165.00000 0.04144 0.07931 40.00000
166.00000 0.03980 0.07617 50.00000
167.00000 0.03758 0.07209 50.00000
168.00000 0.03395 0.06694 20.00000
169.00000 0.04962 0.09637 20.00000
170.00000 0.01041 0.02075 60.00000
171.00000 0.03069 0.05891 70.00000
172.00000 0.01968 0.03898 30.00000
173.00000 0.02719 0.05268 70.00000
174.00000 0.03058 0.06007 30.00000
175.00000 0.00405 0.00809 30.00000
176.00000 0.01182 0.02357 30.00000
177.00000 0.00471 0.00942 30.00000
178.00000 0.04616 0.08971 20.00000
179.00000 0.01951 0.03874 30.00000
180.00000 0.03671 0.07048 50.00000
181.00000 0.00365 0.00730 40.00000
182.00000 0.04165 0.07933 40.00000
183.00000 0.00411 0.00822 40.00000
184.00000 0.04509 0.08595 40.00000
185.00000 0.00838 0.01671 70.00000
186.00000 0.01097 0.02187 40.00000
187.00000 0.02279 0.04517 30.00000
188.00000 0.02263 0.04493 20.00000
189.00000 0.03313 0.06537 20.00000
190.00000 0.01966 0.03895 40.00000
191.00000 0.01344 0.02677 40.00000
192.00000 0.02306 0.04570 30.00000
193.00000 0.01583 0.03139 60.00000
194.00000 0.04629 0.08490 70.00000
195.00000 0.03345 0.06547 30.00000
196.00000 0.04613 0.08613 50.00000
197.00000 0.02624 0.05204 20.00000
198.00000 0.02660 0.05125 80.00000
199.00000 0.03926 0.07582 40.00000
200.00000 0.02191 0.04319 50.00000
201.00000 0.01573 0.03118 50.00000
202.00000 0.01952 0.03859 50.00000
203.00000 0.02547 0.05036 30.00000
204.00000 0.01178 0.02341 70.00000
205.00000 0.01773 0.03513 50.00000
206.00000 0.02256 0.04483 20.00000
207.00000 0.03238 0.06211 60.00000
208.00000 0.01176 0.02346 30.00000
209.00000 0.01813 0.03600 30.00000
210.00000 0.02574 0.05105 20.00000
211.00000 0.00214 0.00427 20.00000
212.00000 0.00546 0.01092 40.00000
213.00000 0.02699 0.05287 40.00000
214.00000 0.03428 0.06669 40.00000
215.00000 0.04342 0.08293 40.00000
216.00000 0.02455 0.04844 40.00000
217.00000 0.02764 0.05343 70.00000
218.00000 0.00977 0.01950 40.00000
219.00000 0.03701 0.07200 30.00000
220.00000 0.03082 0.06093 20.00000
221.00000 0.00654 0.01305 60.00000
222.00000 0.04054 0.07724 50.00000
223.00000 0.02106 0.04180 30.00000
224.00000 0.03108 0.05897 90.00000
225.00000 0.00804 0.01605 60.00000
226.00000 0.03317 0.06418 50.00000
227.00000 0.04704 0.09160 20.00000
228.00000 0.02927 0.05594 90.00000
229.00000 0.02249 0.04467 20.00000
230.00000 0.02129 0.04223 30.00000
231.00000 0.01585 0.03141 60.00000
232.00000 0.00297 0.00593 40.00000
233.00000 0.01638 0.03255 40.00000
234.00000 0.01586 0.03155 30.00000
235.00000 0.00864 0.01725 40.00000
236.00000 0.04953 0.09209 50.00000
237.00000 0.03900 0.07370 60.00000
238.00000 0.04072 0.07697 60.00000
239.00000 0.03582 0.06884 50.00000
240.00000 0.03368 0.06524 50.00000
241.00000 0.00715 0.01428 50.00000
242.00000 0.03735 0.07072 60.00000
243.00000 0.04493 0.08664 30.00000
244.00000 0.00887 0.01769 60.00000
245.00000 0.03443 0.06586 60.00000
246.00000 0.00850 0.01699 20.00000
247.00000 0.00881 0.01755 60.00000
248.00000 0.01528 0.03037 40.00000
249.00000 0.04812 0.09308 20.00000
250.00000 0.02139 0.04251 20.00000
251.00000 0.01050 0.02096 20.00000
252.00000 0.00448 0.00895 70.00000
253.00000 0.02485 0.04952 10.00000
254.00000 0.02420 0.04786 30.00000
255.00000 0.01545 0.03066 50.00000
256.00000 0.03968 0.07490 60.00000
257.00000 0.01720 0.03419 30.00000
258.00000 0.04285 0.08267 30.00000
259.00000 0.04230 0.08265 20.00000
260.00000 0.00841 0.01680 30.00000
261.00000 0.03165 0.06105 60.00000
262.00000 0.00849 0.01694 40.00000
263.00000 0.03526 0.06711 60.00000
264.00000 0.04057 0.07847 30.00000
265.00000 0.03322 0.06481 40.00000
266.00000 0.00308 0.00616 20.00000
267.00000 0.02538 0.05020 30.00000
268.00000 0.02005 0.03939 70.00000
269.00000 0.04048 0.07922 20.00000
270.00000 0.03229 0.06289 40.00000
271.00000 0.02740 0.05400 30.00000
272.00000 0.02407 0.04798 10.00000
273.00000 0.00703 0.01403 40.00000
274.00000 0.01463 0.02910 40.00000
275.00000 0.04470 0.08501 40.00000
276.00000 0.00731 0.01461 20.00000
277.00000 0.01507 0.03001 30.00000
278.00000 0.03562 0.06738 70.00000
279.00000 0.00603 0.01204 80.00000
280.00000 0.04621 0.08592 60.00000
281.00000 0.00655 0.01309 50.00000
282.00000 0.01498 0.02975 50.00000
283.00000 0.04991 0.09220 50.00000
284.00000 0.00901 0.01799 30.00000
285.00000 0.00878 0.01751 50.00000
286.00000 0.00825 0.01647 40.00000
287.00000 0.02854 0.05586 40.00000
288.00000 0.02413 0.04795 20.00000
289.00000 0.01071 0.02131 70.00000
290.00000 0.04120 0.07776 60.00000
291.00000 0.04500 0.08652 30.00000
292.00000 0.04328 0.08435 20.00000
293.00000 0.04418 0.08461 40.00000
294.00000 0.04085 0.07624 70.00000
295.00000 0.01951 0.03844 60.00000
296.00000 0.02500 0.04922 40.00000
297.00000 0.01569 0.03119 40.00000
298.00000 0.02376 0.04675 50.00000
299.00000 0.01126 0.02242 50.00000
300.00000 0.02358 0.04614 60.00000
301.00000 0.04217 0.08165 30.00000
302.00000 0.03319 0.06421 50.00000
303.00000 0.00088 0.00176 60.00000
304.00000 0.02417 0.04732 60.00000
305.00000 0.04357 0.08229 50.00000
306.00000 0.03710 0.07302 20.00000
307.00000 0.04700 0.09126 20.00000
308.00000 0.04967 0.09389 40.00000
309.00000 0.00178 0.00357 20.00000
310.00000 0.01378 0.02746 30.00000
311.00000 0.02671 0.05221 50.00000
312.00000 0.03232 0.06285 40.00000
313.00000 0.00773 0.01545 30.00000
314.00000 0.04533 0.08426 60.00000
315.00000 0.02322 0.04614 20.00000
316.00000 0.03553 0.06798 50.00000
317.00000 0.04929 0.09346 40.00000
318.00000 0.02278 0.04516 30.00000
319.00000 0.04094 0.07659 60.00000
320.00000 0.03979 0.07757 30.00000
321.00000 0.02927 0.05759 30.00000
322.00000 0.04578 0.08834 30.00000
323.00000 0.03570 0.07031 20.00000
324.00000 0.04410 0.08297 50.00000
325.00000 0.02299 0.04566 20.00000
326.00000 0.01126 0.02251 10.00000
327.00000 0.03640 0.06979 50.00000
328.00000 0.00358 0.00715 40.00000
329.00000 0.02250 0.04428 50.00000
330.00000 0.04182 0.08105 30.00000
331.00000 0.03117 0.05993 60.00000
332.00000 0.02249 0.04418 50.00000
333.00000 0.04660 0.08799 40.00000
334.00000 0.04784 0.09062 40.00000
335.00000 0.00108 0.00216 40.00000
336.00000 0.01937 0.03858 20.00000
337.00000 0.02091 0.04113 60.00000
338.00000 0.01907 0.03771 50.00000
339.00000 0.00060 0.00119 50.00000
340.00000 0.01125 0.02248 20.00000
